,Year,team_x,team_y,pred,proba,team_x_name,team_y_name
217,2017,1173,1257,1,0.57,Dayton,Louisville
218,2017,1181,1257,0,0.48,Duke,Louisville
219,2017,1190,1257,1,0.91,ETSU,Louisville
220,2017,1195,1257,1,0.74,FL Gulf Coast,Louisville
221,2017,1196,1257,0,0.32,Florida,Louisville
222,2017,1199,1257,1,0.7,Florida St,Louisville
223,2017,1211,1257,1,0.7,Gonzaga,Louisville
224,2017,1233,1257,0,0.46,Iona,Louisville
225,2017,1235,1257,0,0.32,Iowa St,Louisville
226,2017,1240,1257,0,0.33,Jacksonville St,Louisville
227,2017,1242,1257,0,0.34,Kansas,Louisville
228,2017,1243,1257,1,0.79,Kansas St,Louisville
229,2017,1245,1257,0,0.32,Kent,Louisville
230,2017,1246,1257,0,0.44,Kentucky,Louisville
231,2017,1112,1266,1,0.64,Arizona,Marquette
232,2017,1116,1266,0,0.21,Arkansas,Marquette
233,2017,1124,1266,0,0.03,Baylor,Marquette
234,2017,1137,1266,0,0.43,Bucknell,Marquette
235,2017,1139,1266,0,0.29,Butler,Marquette
236,2017,1153,1266,0,0.34,Cincinnati,Marquette
237,2017,1166,1266,1,0.89,Creighton,Marquette
238,2017,1173,1266,1,0.52,Dayton,Marquette
239,2017,1181,1266,0,0.36,Duke,Marquette
240,2017,1190,1266,1,0.87,ETSU,Marquette
241,2017,1195,1266,1,0.66,FL Gulf Coast,Marquette
242,2017,1196,1266,0,0.4,Florida,Marquette
243,2017,1199,1266,0,0.36,Florida St,Marquette
244,2017,1211,1266,1,0.53,Gonzaga,Marquette
245,2017,1233,1266,0,0.45,Iona,Marquette
246,2017,1235,1266,0,0.19,Iowa St,Marquette
247,2017,1240,1266,1,0.58,Jacksonville St,Marquette
248,2017,1242,1266,1,0.82,Kansas,Marquette
249,2017,1243,1266,1,0.63,Kansas St,Marquette
250,2017,1245,1266,0,0.19,Kent,Marquette
251,2017,1246,1266,1,0.61,Kentucky,Marquette
252,2017,1257,1266,0,0.43,Louisville,Marquette
253,2017,1112,1268,1,0.58,Arizona,Maryland
254,2017,1116,1268,0,0.22,Arkansas,Maryland
255,2017,1124,1268,1,0.73,Baylor,Maryland
256,2017,1137,1268,0,0.38,Bucknell,Maryland
257,2017,1139,1268,0,0.32,Butler,Maryland
258,2017,1153,1268,1,0.62,Cincinnati,Maryland
259,2017,1166,1268,1,0.79,Creighton,Maryland
260,2017,1173,1268,0,0.23,Dayton,Maryland
261,2017,1181,1268,0,0.46,Duke,Maryland
262,2017,1190,1268,1,0.76,ETSU,Maryland
263,2017,1195,1268,1,0.7,FL Gulf Coast,Maryland
264,2017,1196,1268,1,0.51,Florida,Maryland
265,2017,1199,1268,0,0.38,Florida St,Maryland
266,2017,1211,1268,0,0.31,Gonzaga,Maryland
267,2017,1233,1268,1,0.59,Iona,Maryland
268,2017,1235,1268,0,0.44,Iowa St,Maryland
269,2017,1240,1268,1,0.68,Jacksonville St,Maryland
270,2017,1242,1268,0,0.5,Kansas,Maryland
271,2017,1243,1268,0,0.45,Kansas St,Maryland
272,2017,1245,1268,0,0.3,Kent,Maryland
273,2017,1246,1268,1,0.6,Kentucky,Maryland
274,2017,1257,1268,0,0.41,Louisville,Maryland
275,2017,1266,1268,0,0.49,Marquette,Maryland
276,2017,1112,1274,1,0.55,Arizona,Miami FL
277,2017,1116,1274,0,0.25,Arkansas,Miami FL
278,2017,1124,1274,1,0.56,Baylor,Miami FL
279,2017,1137,1274,1,0.68,Bucknell,Miami FL
280,2017,1139,1274,1,0.73,Butler,Miami FL
281,2017,1153,1274,0,0.49,Cincinnati,Miami FL
282,2017,1166,1274,1,0.87,Creighton,Miami FL
283,2017,1173,1274,1,0.57,Dayton,Miami FL
284,2017,1181,1274,1,0.51,Duke,Miami FL
285,2017,1190,1274,1,0.79,ETSU,Miami FL
286,2017,1195,1274,1,0.74,FL Gulf Coast,Miami FL
287,2017,1196,1274,0,0.18,Florida,Miami FL
288,2017,1199,1274,1,0.76,Florida St,Miami FL
289,2017,1211,1274,0,0.28,Gonzaga,Miami FL
290,2017,1233,1274,0,0.36,Iona,Miami FL
291,2017,1235,1274,1,0.52,Iowa St,Miami FL
292,2017,1240,1274,1,0.7,Jacksonville St,Miami FL
293,2017,1242,1274,0,0.49,Kansas,Miami FL
294,2017,1243,1274,0,0.4,Kansas St,Miami FL
295,2017,1245,1274,0,0.33,Kent,Miami FL
296,2017,1246,1274,0,0.37,Kentucky,Miami FL
297,2017,1257,1274,0,0.47,Louisville,Miami FL
298,2017,1266,1274,0,0.5,Marquette,Miami FL
299,2017,1268,1274,1,0.91,Maryland,Miami FL
300,2017,1112,1276,0,0.42,Arizona,Michigan
301,2017,1116,1276,0,0.27,Arkansas,Michigan
302,2017,1124,1276,1,0.55,Baylor,Michigan
303,2017,1137,1276,0,0.14,Bucknell,Michigan
304,2017,1139,1276,0,0.37,Butler,Michigan
305,2017,1153,1276,0,0.34,Cincinnati,Michigan
306,2017,1166,1276,1,0.79,Creighton,Michigan
307,2017,1173,1276,1,0.83,Dayton,Michigan
308,2017,1181,1276,0,0.02,Duke,Michigan
309,2017,1190,1276,1,0.83,ETSU,Michigan
310,2017,1195,1276,1,0.65,FL Gulf Coast,Michigan
311,2017,1196,1276,1,0.53,Florida,Michigan
312,2017,1199,1276,0,0.46,Florida St,Michigan
313,2017,1211,1276,0,0.42,Gonzaga,Michigan
314,2017,1233,1276,1,0.57,Iona,Michigan
315,2017,1235,1276,0,0.37,Iowa St,Michigan
316,2017,1240,1276,0,0.28,Jacksonville St,Michigan
317,2017,1242,1276,1,0.8,Kansas,Michigan
318,2017,1243,1276,0,0.42,Kansas St,Michigan
319,2017,1245,1276,0,0.21,Kent,Michigan
320,2017,1246,1276,0,0.44,Kentucky,Michigan
321,2017,1257,1276,1,0.51,Louisville,Michigan
322,2017,1266,1276,1,0.76,Marquette,Michigan
323,2017,1268,1276,1,0.6,Maryland,Michigan
324,2017,1274,1276,1,0.82,Miami FL,Michigan
325,2017,1112,1277,1,0.51,Arizona,Michigan St
326,2017,1116,1277,1,0.67,Arkansas,Michigan St
327,2017,1124,1277,0,0.43,Baylor,Michigan St
328,2017,1137,1277,0,0.18,Bucknell,Michigan St
329,2017,1139,1277,0,0.31,Butler,Michigan St
330,2017,1153,1277,1,0.73,Cincinnati,Michigan St
331,2017,1166,1277,1,0.64,Creighton,Michigan St
332,2017,1173,1277,1,0.9,Dayton,Michigan St
333,2017,1181,1277,1,0.58,Duke,Michigan St
334,2017,1190,1277,1,0.79,ETSU,Michigan St
335,2017,1195,1277,1,0.64,FL Gulf Coast,Michigan St
336,2017,1196,1277,1,0.53,Florida,Michigan St
337,2017,1199,1277,0,0.37,Florida St,Michigan St
338,2017,1211,1277,0,0.48,Gonzaga,Michigan St
339,2017,1233,1277,0,0.36,Iona,Michigan St
340,2017,1235,1277,0,0.44,Iowa St,Michigan St
341,2017,1240,1277,0,0.21,Jacksonville St,Michigan St
342,2017,1242,1277,1,0.84,Kansas,Michigan St
343,2017,1243,1277,0,0.36,Kansas St,Michigan St
344,2017,1245,1277,0,0.37,Kent,Michigan St
345,2017,1246,1277,0,0.5,Kentucky,Michigan St
346,2017,1257,1277,0,0.43,Louisville,Michigan St
347,2017,1266,1277,1,0.82,Marquette,Michigan St
348,2017,1268,1277,1,0.82,Maryland,Michigan St
349,2017,1274,1277,1,0.84,Miami FL,Michigan St
350,2017,1276,1277,1,0.86,Michigan,Michigan St
351,2017,1112,1278,1,0.56,Arizona,Minnesota
352,2017,1116,1278,1,0.72,Arkansas,Minnesota
353,2017,1124,1278,0,0.5,Baylor,Minnesota
354,2017,1137,1278,1,0.51,Bucknell,Minnesota
355,2017,1139,1278,1,0.76,Butler,Minnesota
356,2017,1153,1278,1,0.66,Cincinnati,Minnesota
357,2017,1166,1278,1,0.54,Creighton,Minnesota
358,2017,1173,1278,1,0.95,Dayton,Minnesota
359,2017,1181,1278,0,0.43,Duke,Minnesota
360,2017,1190,1278,1,0.86,ETSU,Minnesota
361,2017,1195,1278,1,0.77,FL Gulf Coast,Minnesota
362,2017,1196,1278,0,0.17,Florida,Minnesota
363,2017,1199,1278,0,0.44,Florida St,Minnesota
364,2017,1211,1278,0,0.14,Gonzaga,Minnesota
365,2017,1233,1278,1,0.52,Iona,Minnesota
366,2017,1235,1278,1,0.73,Iowa St,Minnesota
367,2017,1240,1278,0,0.15,Jacksonville St,Minnesota
368,2017,1242,1278,1,0.62,Kansas,Minnesota
369,2017,1243,1278,0,0.2,Kansas St,Minnesota
370,2017,1245,1278,0,0.01,Kent,Minnesota
371,2017,1246,1278,0,0.08,Kentucky,Minnesota
372,2017,1257,1278,0,0.27,Louisville,Minnesota
373,2017,1266,1278,1,0.64,Marquette,Minnesota
374,2017,1268,1278,0,0.38,Maryland,Minnesota
375,2017,1274,1278,1,0.74,Miami FL,Minnesota
376,2017,1276,1278,1,0.66,Michigan,Minnesota
377,2017,1277,1278,0,0.28,Michigan St,Minnesota
378,2017,1112,1291,0,0.45,Arizona,Mt St Mary's
379,2017,1116,1291,1,0.77,Arkansas,Mt St Mary's
380,2017,1124,1291,1,0.61,Baylor,Mt St Mary's
381,2017,1137,1291,0,0.41,Bucknell,Mt St Mary's
382,2017,1139,1291,0,0.27,Butler,Mt St Mary's
383,2017,1153,1291,1,0.58,Cincinnati,Mt St Mary's
384,2017,1166,1291,1,0.61,Creighton,Mt St Mary's
385,2017,1173,1291,1,0.68,Dayton,Mt St Mary's
386,2017,1181,1291,0,0.01,Duke,Mt St Mary's
387,2017,1190,1291,1,0.84,ETSU,Mt St Mary's
388,2017,1195,1291,1,0.74,FL Gulf Coast,Mt St Mary's
389,2017,1196,1291,0,0.45,Florida,Mt St Mary's
390,2017,1199,1291,1,0.59,Florida St,Mt St Mary's
391,2017,1211,1291,0,0.49,Gonzaga,Mt St Mary's
392,2017,1233,1291,0,0.48,Iona,Mt St Mary's
393,2017,1235,1291,0,0.28,Iowa St,Mt St Mary's
394,2017,1240,1291,1,0.82,Jacksonville St,Mt St Mary's
395,2017,1242,1291,1,0.65,Kansas,Mt St Mary's
396,2017,1243,1291,1,0.52,Kansas St,Mt St Mary's
397,2017,1245,1291,0,0.28,Kent,Mt St Mary's
398,2017,1246,1291,1,0.68,Kentucky,Mt St Mary's
399,2017,1257,1291,1,0.57,Louisville,Mt St Mary's
400,2017,1266,1291,1,0.72,Marquette,Mt St Mary's
401,2017,1268,1291,1,0.94,Maryland,Mt St Mary's
402,2017,1274,1291,1,0.81,Miami FL,Mt St Mary's
403,2017,1276,1291,0,0.48,Michigan,Mt St Mary's
404,2017,1277,1291,0,0.33,Michigan St,Mt St Mary's
405,2017,1278,1291,0,0.49,Minnesota,Mt St Mary's
406,2017,1112,1292,1,0.74,Arizona,MTSU
407,2017,1116,1292,0,0.43,Arkansas,MTSU
408,2017,1124,1292,0,0.44,Baylor,MTSU
409,2017,1137,1292,1,0.66,Bucknell,MTSU
410,2017,1139,1292,0,0.33,Butler,MTSU
411,2017,1153,1292,1,0.58,Cincinnati,MTSU
412,2017,1166,1292,0,0.28,Creighton,MTSU
413,2017,1173,1292,1,0.94,Dayton,MTSU
414,2017,1181,1292,1,0.63,Duke,MTSU
415,2017,1190,1292,1,0.76,ETSU,MTSU
416,2017,1195,1292,1,0.71,FL Gulf Coast,MTSU
417,2017,1196,1292,0,0.35,Florida,MTSU
418,2017,1199,1292,1,0.74,Florida St,MTSU
419,2017,1211,1292,0,0.12,Gonzaga,MTSU
420,2017,1233,1292,1,0.73,Iona,MTSU
421,2017,1235,1292,0,0.29,Iowa St,MTSU
422,2017,1240,1292,0,0.4,Jacksonville St,MTSU
423,2017,1242,1292,1,0.85,Kansas,MTSU
424,2017,1243,1292,0,0.14,Kansas St,MTSU
425,2017,1245,1292,0,0.24,Kent,MTSU
426,2017,1246,1292,1,0.59,Kentucky,MTSU
427,2017,1257,1292,0,0.03,Louisville,MTSU
428,2017,1266,1292,1,0.77,Marquette,MTSU
429,2017,1268,1292,1,0.72,Maryland,MTSU
430,2017,1274,1292,1,0.8,Miami FL,MTSU
431,2017,1276,1292,1,0.59,Michigan,MTSU
432,2017,1277,1292,0,0.44,Michigan St,MTSU
433,2017,1278,1292,0,0.06,Minnesota,MTSU
434,2017,1291,1292,1,0.62,Mt St Mary's,MTSU
435,2017,1112,1297,0,0.33,Arizona,N Kentucky
436,2017,1116,1297,1,0.76,Arkansas,N Kentucky
437,2017,1124,1297,0,0.4,Baylor,N Kentucky
438,2017,1137,1297,0,0.11,Bucknell,N Kentucky
439,2017,1139,1297,1,0.59,Butler,N Kentucky
440,2017,1153,1297,1,0.55,Cincinnati,N Kentucky
441,2017,1166,1297,0,0.43,Creighton,N Kentucky
442,2017,1173,1297,1,0.96,Dayton,N Kentucky
443,2017,1181,1297,1,0.59,Duke,N Kentucky
444,2017,1190,1297,1,0.88,ETSU,N Kentucky
445,2017,1195,1297,1,0.61,FL Gulf Coast,N Kentucky
446,2017,1196,1297,0,0.18,Florida,N Kentucky
447,2017,1199,1297,0,0.35,Florida St,N Kentucky
448,2017,1211,1297,0,0.37,Gonzaga,N Kentucky
449,2017,1233,1297,0,0.49,Iona,N Kentucky
450,2017,1235,1297,0,0.43,Iowa St,N Kentucky
451,2017,1240,1297,0,0.26,Jacksonville St,N Kentucky
452,2017,1242,1297,1,0.58,Kansas,N Kentucky
453,2017,1243,1297,1,0.52,Kansas St,N Kentucky
454,2017,1245,1297,0,0.0,Kent,N Kentucky
455,2017,1246,1297,0,0.14,Kentucky,N Kentucky
456,2017,1257,1297,0,0.44,Louisville,N Kentucky
457,2017,1266,1297,1,0.72,Marquette,N Kentucky
458,2017,1268,1297,0,0.48,Maryland,N Kentucky
459,2017,1274,1297,1,0.79,Miami FL,N Kentucky
460,2017,1276,1297,0,0.39,Michigan,N Kentucky
461,2017,1277,1297,0,0.42,Michigan St,N Kentucky
462,2017,1278,1297,0,0.48,Minnesota,N Kentucky
463,2017,1291,1297,0,0.23,Mt St Mary's,N Kentucky
464,2017,1292,1297,0,0.25,MTSU,N Kentucky
465,2017,1112,1300,0,0.29,Arizona,NC Central
466,2017,1116,1300,1,0.79,Arkansas,NC Central
467,2017,1124,1300,1,0.7,Baylor,NC Central
468,2017,1137,1300,0,0.35,Bucknell,NC Central
469,2017,1139,1300,1,0.67,Butler,NC Central
470,2017,1153,1300,0,0.4,Cincinnati,NC Central
471,2017,1166,1300,0,0.48,Creighton,NC Central
472,2017,1173,1300,1,0.81,Dayton,NC Central
473,2017,1181,1300,1,0.58,Duke,NC Central
474,2017,1190,1300,1,0.7,ETSU,NC Central
475,2017,1195,1300,1,0.55,FL Gulf Coast,NC Central
476,2017,1196,1300,1,0.64,Florida,NC Central
477,2017,1199,1300,0,0.35,Florida St,NC Central
478,2017,1211,1300,0,0.25,Gonzaga,NC Central
479,2017,1233,1300,1,0.63,Iona,NC Central
480,2017,1235,1300,0,0.49,Iowa St,NC Central
481,2017,1240,1300,1,0.85,Jacksonville St,NC Central
482,2017,1242,1300,0,0.38,Kansas,NC Central
483,2017,1243,1300,0,0.16,Kansas St,NC Central
484,2017,1245,1300,0,0.22,Kent,NC Central
485,2017,1246,1300,0,0.49,Kentucky,NC Central
486,2017,1257,1300,0,0.28,Louisville,NC Central
487,2017,1266,1300,0,0.4,Marquette,NC Central
488,2017,1268,1300,1,0.9,Maryland,NC Central
489,2017,1274,1300,1,0.88,Miami FL,NC Central
490,2017,1276,1300,0,0.32,Michigan,NC Central
491,2017,1277,1300,1,0.52,Michigan St,NC Central
